Cliente,ID,Gasto_Mensual,Estado_Seguro
Pancha Perro Audaz,887600X,757445,APROBADO
Pancha Perro Salvage,753860X,877286,APROBADO
Pepe Gato Sigiloso,488427X,534375,APROBADO
Matias Puma Austral,402108X,629965,APROBADO
Pepe Nutria Rojo,119884X,681767,APROBADO
Pepe Perro Veloz,961139X,322136,APROBADO
Francisco Zorro Audaz,225053X,497685,APROBADO
Coty Gato Salvage,281345X,372833,APROBADO
Pancha Perro Audaz,213594X,615327,APROBADO
Matias Zorro Audaz,891350X,448849,APROBADO
Lucho Nutria Veloz,662353X,736258,APROBADO
Juan Gato Noble,187827X,247899,APROBADO
Juan Gato Salvage,612232X,385352,RECHAZADO (Riesgo Salud/Financiero)
Francisco Zorro Salvage,711142X,36417,APROBADO
Francisco Zorro Sigiloso,332813X,190056,APROBADO
Juan Ballena Audaz,482327X,581830,RECHAZADO (Riesgo Salud/Financiero)
Coty Perro Austral,761278X,242682,APROBADO
Matias Leon Rojo,189688X,34501,APROBADO
Sacha Puma Salvage,317661X,229172,RECHAZADO (Riesgo Salud/Financiero)
Maria Puma Austral,987338X,578374,RECHAZADO (Riesgo Salud/Financiero)
Juan Condor Sigiloso,156280X,683289,RECHAZADO (Riesgo Salud/Financiero)
Pancha Gato Sigiloso,490051X,307995,RECHAZADO (Riesgo Salud/Financiero)
Sacha Nutria Veloz,684783X,825458,APROBADO
Sacha Ballena Sigiloso,401357X,756109,APROBADO
Pancha Condor Austral,461130X,188032,RECHAZADO (Riesgo Salud/Financiero)
Pepe Perro Noble,330757X,577567,APROBADO
Juan Huemul Veloz,667140X,546317,APROBADO
Lucho Perro Noble,654957X,699312,APROBADO
Lucho Perro Veloz,335093X,664472,RECHAZADO (Riesgo Salud/Financiero)
Juan Ballena Salvage,972113X,518743,APROBADO
Coty Perro Gigante,68683X,62088,APROBADO
Coty Puma Rojo,844224X,535490,APROBADO
Pepe Ballena Noble,700603X,858316,APROBADO
Pancha Zorro Sigiloso,938969X,884423,APROBADO
Pepe Condor Sigiloso,62093X,790861,RECHAZADO (Riesgo Salud/Financiero)
Juan Puma Audaz,886899X,681364,RECHAZADO (Riesgo Salud/Financiero)
Pancha Puma Noble,178638X,659097,APROBADO
Matias Puma Noble,948121X,892495,APROBADO
Coty Leon Sigiloso,730489X,446365,APROBADO
Sacha Perro Gigante,486521X,890447,APROBADO
Coty Gato Noble,969361X,888432,APROBADO
Matias Nutria Audaz,278386X,627958,APROBADO
Francisco Zorro Veloz,893852X,849774,APROBADO
Sacha Condor Audaz,349728X,628083,APROBADO
Maria Leon Austral,243471X,849164,APROBADO
Francisco Ballena Austral,925867X,780122,APROBADO
Lucho Perro Veloz,894520X,374583,APROBADO
Juan Nutria Audaz,646341X,840345,APROBADO
Matias Huemul Austral,519428X,362600,APROBADO
Juan Gato Audaz,426374X,81570,APROBADO
Sacha Ballena Veloz,491326X,484037,APROBADO
Pancha Huemul Noble,623726X,352414,APROBADO
Pancha Puma Sigiloso,92120X,278964,APROBADO
Sacha Huemul Rojo,897791X,544601,APROBADO
Francisco Gato Noble,648016X,40659,APROBADO
Francisco Perro Gigante,538529X,622011,APROBADO
Pepe Huemul Austral,683956X,768187,APROBADO
Pancha Condor Salvage,768097X,505355,APROBADO
Maria Perro Salvage,335108X,251870,RECHAZADO (Riesgo Salud/Financiero)
Pancha Puma Rojo,283660X,181253,RECHAZADO (Riesgo Salud/Financiero)
Pepe Huemul Veloz,130274X,538617,APROBADO
Coty Puma Sigiloso,901456X,366309,APROBADO
Juan Zorro Sigiloso,739531X,667117,APROBADO
Coty Nutria Gigante,94239X,700042,RECHAZADO (Riesgo Salud/Financiero)
Matias Nutria Sigiloso,790286X,461852,APROBADO
Lucho Condor Salvage,69657X,452200,APROBADO
Pepe Leon Veloz,638177X,351247,APROBADO
Francisco Ballena Rojo,668690X,549821,APROBADO
Coty Huemul Veloz,209726X,276049,APROBADO
Matias Nutria Austral,838148X,381142,RECHAZADO (Riesgo Salud/Financiero)
Juan Puma Gigante,246035X,876198,APROBADO
Pancha Ballena Veloz,809564X,334991,RECHAZADO (Riesgo Salud/Financiero)
Pancha Perro Audaz,395119X,719062,RECHAZADO (Riesgo Salud/Financiero)
Francisco Gato Gigante,505339X,124598,APROBADO
Pepe Nutria Salvage,570795X,581039,APROBADO
Lucho Gato Salvage,794163X,432102,APROBADO
Lucho Puma Gigante,728523X,83859,APROBADO
Pancha Ballena Salvage,534509X,189357,APROBADO
Matias Zorro Rojo,845993X,483739,APROBADO
Matias Ballena Gigante,910585X,261836,APROBADO
Lucho Huemul Salvage,754593X,672445,APROBADO
Matias Gato Veloz,963252X,776503,APROBADO
Lucho Zorro Salvage,328924X,703226,RECHAZADO (Riesgo Salud/Financiero)
Matias Condor Sigiloso,627026X,421395,RECHAZADO (Riesgo Salud/Financiero)
Francisco Ballena Noble,752465X,506988,RECHAZADO (Riesgo Salud/Financiero)
Francisco Zorro Rojo,117114X,558965,RECHAZADO (Riesgo Salud/Financiero)
Sacha Nutria Gigante,845035X,804938,APROBADO
Sacha Condor Noble,840816X,419854,RECHAZADO (Riesgo Salud/Financiero)
Maria Nutria Veloz,333675X,100853,APROBADO
Matias Ballena Veloz,759972X,75905,APROBADO
Juan Puma Rojo,829042X,815698,RECHAZADO (Riesgo Salud/Financiero)
Coty Nutria Rojo,921604X,34300,APROBADO
Sacha Condor Salvage,950545X,343279,APROBADO
Sacha Condor Salvage,303945X,418100,APROBADO
Maria Gato Sigiloso,54735X,327648,APROBADO
Lucho Leon Sigiloso,377390X,574116,APROBADO
Sacha Zorro Noble,188647X,280597,APROBADO
Sacha Perro Austral,916904X,50062,APROBADO
Coty Condor Noble,747636X,211630,APROBADO
Coty Nutria Rojo,202041X,307825,RECHAZADO (Riesgo Salud/Financiero)
Pancha Perro Austral,663979X,868019,APROBADO
Coty Zorro Salvage,497512X,247465,APROBADO
Coty Perro Gigante,453406X,634354,APROBADO
Francisco Puma Noble,394265X,341764,APROBADO
Matias Leon Noble,771796X,267066,APROBADO
Francisco Nutria Veloz,813369X,510696,APROBADO
Matias Gato Noble,695338X,656511,RECHAZADO (Riesgo Salud/Financiero)
Pancha Perro Sigiloso,826545X,420994,RECHAZADO (Riesgo Salud/Financiero)
Pancha Leon Austral,149469X,719214,APROBADO
Matias Perro Sigiloso,562803X,679652,APROBADO
Lucho Ballena Austral,998908X,619528,APROBADO
Lucho Zorro Gigante,101840X,31534,APROBADO
Juan Zorro Gigante,436260X,740265,APROBADO
Matias Puma Sigiloso,682025X,858922,APROBADO
Francisco Huemul Salvage,694445X,315692,APROBADO
Sacha Ballena Veloz,264961X,682060,APROBADO
Pepe Perro Sigiloso,505426X,497001,APROBADO
Lucho Zorro Austral,381609X,780775,APROBADO
Coty Gato Noble,386111X,358327,APROBADO
Francisco Leon Gigante,447955X,522981,RECHAZADO (Riesgo Salud/Financiero)
Pepe Huemul Veloz,525665X,417921,APROBADO
Maria Condor Sigiloso,689193X,474343,APROBADO
Maria Gato Veloz,715060X,771023,APROBADO
Coty Zorro Gigante,51080X,424741,APROBADO
Maria Condor Austral,889156X,660385,APROBADO
Lucho Zorro Veloz,295617X,292860,APROBADO
Francisco Nutria Noble,968662X,216068,APROBADO
Coty Leon Noble,194042X,552854,APROBADO
Pepe Huemul Audaz,801105X,110473,APROBADO
Juan Leon Rojo,557734X,163494,RECHAZADO (Riesgo Salud/Financiero)
Lucho Condor Audaz,979669X,704046,APROBADO
Sacha Leon Salvage,161354X,710586,APROBADO
Lucho Puma Salvage,330854X,275569,APROBADO
Juan Zorro Salvage,131284X,690074,RECHAZADO (Riesgo Salud/Financiero)
Lucho Puma Sigiloso,736652X,550989,APROBADO
Matias Leon Noble,618230X,339356,APROBADO
Sacha Ballena Austral,327493X,741888,APROBADO
Lucho Leon Austral,401015X,620880,APROBADO
Pepe Leon Veloz,439370X,629360,APROBADO
Pancha Huemul Noble,363328X,741931,APROBADO
Lucho Ballena Noble,350421X,402689,APROBADO
Francisco Puma Salvage,843817X,736909,RECHAZADO (Riesgo Salud/Financiero)
Maria Leon Veloz,813413X,859764,APROBADO
Maria Puma Gigante,635591X,256594,APROBADO
Juan Leon Audaz,737342X,615135,APROBADO
Lucho Condor Sigiloso,577622X,593655,RECHAZADO (Riesgo Salud/Financiero)
Coty Puma Austral,816121X,183118,APROBADO
Maria Ballena Rojo,823690X,418995,RECHAZADO (Riesgo Salud/Financiero)
Maria Ballena Gigante,510407X,495446,APROBADO
Matias Huemul Rojo,599345X,503865,APROBADO
Maria Ballena Audaz,923028X,851173,RECHAZADO (Riesgo Salud/Financiero)
Matias Ballena Rojo,587636X,710375,APROBADO
Coty Ballena Gigante,564087X,301489,APROBADO
Maria Condor Noble,111262X,681181,APROBADO
Sacha Ballena Noble,597122X,376825,APROBADO
Matias Puma Austral,84719X,72300,APROBADO
Lucho Perro Noble,839189X,357182,APROBADO
Sacha Zorro Veloz,231627X,146396,RECHAZADO (Riesgo Salud/Financiero)
Juan Perro Salvage,784677X,271010,APROBADO
Lucho Gato Austral,25036X,377719,APROBADO
Pancha Huemul Gigante,247801X,187228,APROBADO
Pancha Condor Audaz,442841X,186416,APROBADO
Sacha Puma Gigante,231076X,880773,APROBADO
Matias Huemul Sigiloso,405276X,522597,APROBADO
Sacha Ballena Veloz,428185X,589685,APROBADO
Matias Perro Gigante,102095X,640181,APROBADO
Matias Ballena Austral,83116X,344145,APROBADO
Coty Condor Audaz,94878X,394513,APROBADO
Francisco Condor Noble,13282X,707462,APROBADO
Pancha Ballena Gigante,355173X,482863,APROBADO
Maria Perro Sigiloso,457248X,579097,APROBADO
Francisco Zorro Sigiloso,363821X,838930,APROBADO
Lucho Gato Rojo,437814X,40425,RECHAZADO (Riesgo Salud/Financiero)
Sacha Zorro Sigiloso,419965X,778447,APROBADO
Juan Puma Rojo,89340X,444844,APROBADO
Coty Condor Gigante,126627X,250187,APROBADO
Coty Leon Rojo,8622X,396217,RECHAZADO (Riesgo Salud/Financiero)
Matias Gato Veloz,728270X,122858,APROBADO
Maria Nutria Rojo,774180X,127713,APROBADO
Pepe Leon Audaz,152375X,21882,APROBADO
Lucho Puma Gigante,308194X,502977,APROBADO
Coty Ballena Veloz,394792X,92723,APROBADO
Coty Nutria Noble,885053X,855765,APROBADO
Pepe Nutria Veloz,296871X,140299,APROBADO
Sacha Condor Noble,572858X,773019,APROBADO
Maria Zorro Rojo,504970X,170815,APROBADO
Francisco Gato Veloz,898076X,379305,APROBADO
Pepe Zorro Salvage,799659X,547516,APROBADO
Lucho Leon Rojo,39479X,344844,APROBADO
Pancha Leon Audaz,194140X,33384,APROBADO
Juan Ballena Veloz,164130X,579378,APROBADO
Pancha Gato Gigante,796183X,61729,APROBADO
Pancha Puma Veloz,505651X,386313,APROBADO
Pepe Huemul Gigante,150628X,896464,RECHAZADO (Riesgo Salud/Financiero)
Francisco Ballena Audaz,953741X,503578,APROBADO
Lucho Huemul Audaz,207278X,818968,RECHAZADO (Riesgo Salud/Financiero)
Lucho Leon Gigante,437487X,678387,APROBADO
Pancha Puma Sigiloso,71159X,820986,APROBADO
Matias Zorro Noble,472394X,888755,APROBADO
Pancha Leon Rojo,816617X,581707,APROBADO
Sacha Perro Audaz,985244X,791726,APROBADO
Pancha Zorro Salvage,647910X,360792,RECHAZADO (Riesgo Salud/Financiero)
Pepe Ballena Gigante,730459X,76273,APROBADO
Matias Leon Rojo,274550X,577059,APROBADO
Francisco Zorro Rojo,507420X,722546,APROBADO
Pepe Gato Austral,706158X,325119,APROBADO
Coty Leon Austral,624082X,829421,APROBADO
Sacha Condor Audaz,829996X,647497,APROBADO
Pepe Leon Rojo,654299X,517492,APROBADO
Juan Ballena Noble,84632X,569981,APROBADO
Francisco Condor Sigiloso,810268X,735472,APROBADO
Coty Zorro Audaz,852395X,45778,APROBADO
Maria Zorro Gigante,753591X,854837,APROBADO
Pepe Condor Salvage,614728X,167501,APROBADO
Maria Huemul Sigiloso,454303X,197395,APROBADO
Pepe Perro Audaz,966419X,271005,APROBADO
Juan Leon Noble,343357X,216836,RECHAZADO (Riesgo Salud/Financiero)
Sacha Condor Audaz,424885X,680366,APROBADO
Pancha Ballena Austral,711529X,780419,APROBADO
Francisco Nutria Sigiloso,311020X,141045,APROBADO
Matias Huemul Salvage,903425X,369777,APROBADO
Coty Condor Sigiloso,715830X,105695,RECHAZADO (Riesgo Salud/Financiero)
Pepe Condor Noble,267629X,286430,APROBADO
Coty Zorro Sigiloso,488777X,899058,RECHAZADO (Riesgo Salud/Financiero)
Pepe Zorro Noble,962491X,760812,APROBADO
Francisco Puma Rojo,902878X,232514,RECHAZADO (Riesgo Salud/Financiero)
Coty Ballena Rojo,225287X,32930,RECHAZADO (Riesgo Salud/Financiero)
Sacha Perro Austral,352559X,765425,RECHAZADO (Riesgo Salud/Financiero)
Pepe Puma Austral,987230X,16213,RECHAZADO (Riesgo Salud/Financiero)
Juan Condor Audaz,475185X,230734,APROBADO
Pepe Zorro Noble,664576X,337205,APROBADO
Pepe Huemul Salvage,221101X,509855,RECHAZADO (Riesgo Salud/Financiero)
Lucho Zorro Gigante,868938X,275640,APROBADO
Juan Gato Noble,243048X,416803,APROBADO
Pancha Nutria Noble,405418X,315329,APROBADO
Matias Puma Sigiloso,523911X,191363,APROBADO
Juan Perro Sigiloso,948942X,801267,APROBADO
Lucho Gato Veloz,416009X,509571,RECHAZADO (Riesgo Salud/Financiero)
Matias Zorro Sigiloso,703173X,113728,APROBADO
Maria Perro Veloz,139443X,155372,APROBADO
Juan Zorro Gigante,33075X,758789,APROBADO
Sacha Condor Salvage,945259X,527933,APROBADO
Pancha Leon Sigiloso,361372X,321172,APROBADO
Sacha Leon Austral,528672X,73360,APROBADO
Francisco Huemul Noble,325845X,684187,APROBADO
Coty Huemul Sigiloso,794153X,302795,APROBADO
Francisco Gato Sigiloso,140312X,720054,RECHAZADO (Riesgo Salud/Financiero)
Matias Nutria Noble,399664X,573549,APROBADO
Pepe Nutria Veloz,658170X,159576,APROBADO
Juan Gato Austral,168620X,265942,APROBADO
Pancha Perro Austral,711003X,456959,APROBADO
Sacha Huemul Veloz,977549X,467378,APROBADO
Pepe Zorro Sigiloso,228115X,74577,APROBADO
Pepe Zorro Salvage,941586X,16373,APROBADO
Pepe Perro Noble,2074X,878971,APROBADO
Coty Huemul Veloz,492914X,430163,APROBADO
Lucho Puma Rojo,122688X,694878,APROBADO
Pancha Gato Austral,202380X,707773,APROBADO
Lucho Huemul Gigante,679438X,159104,APROBADO
Lucho Ballena Salvage,492689X,670143,APROBADO
Francisco Gato Austral,854935X,234983,RECHAZADO (Riesgo Salud/Financiero)
Juan Leon Gigante,114869X,464381,APROBADO
Pepe Zorro Austral,552818X,855198,APROBADO
Maria Huemul Noble,521099X,664349,RECHAZADO (Riesgo Salud/Financiero)
Maria Perro Salvage,791122X,183243,RECHAZADO (Riesgo Salud/Financiero)
Pepe Puma Salvage,757694X,537571,APROBADO
Lucho Gato Sigiloso,609821X,77042,APROBADO
Juan Puma Salvage,148656X,518372,RECHAZADO (Riesgo Salud/Financiero)
Maria Huemul Austral,575163X,854174,APROBADO
Pancha Nutria Gigante,86377X,282527,RECHAZADO (Riesgo Salud/Financiero)
Coty Perro Veloz,607221X,697023,APROBADO
Pepe Nutria Sigiloso,32253X,93175,APROBADO
Matias Huemul Rojo,438083X,608508,APROBADO
Pepe Gato Rojo,252768X,270376,APROBADO
Juan Condor Austral,294982X,477251,APROBADO
Francisco Nutria Gigante,421542X,329750,APROBADO
Francisco Huemul Gigante,886038X,395943,APROBADO
Lucho Leon Gigante,63879X,394607,APROBADO
Maria Perro Rojo,605564X,233104,APROBADO
Pancha Nutria Veloz,400461X,398288,APROBADO
Coty Ballena Gigante,469430X,446480,RECHAZADO (Riesgo Salud/Financiero)
Francisco Nutria Salvage,663142X,773743,RECHAZADO (Riesgo Salud/Financiero)
Matias Huemul Noble,539905X,296868,RECHAZADO (Riesgo Salud/Financiero)
Coty Perro Audaz,158058X,838502,APROBADO
Matias Ballena Noble,815965X,360400,APROBADO
Matias Nutria Sigiloso,156701X,659084,APROBADO
Pepe Gato Audaz,92131X,747469,APROBADO
Sacha Leon Audaz,366604X,551318,APROBADO
Juan Leon Veloz,659071X,286327,RECHAZADO (Riesgo Salud/Financiero)
Coty Gato Noble,84193X,492224,APROBADO
Sacha Gato Gigante,952965X,176653,APROBADO
Juan Gato Rojo,949460X,529111,APROBADO
Juan Condor Noble,531663X,408217,APROBADO
Pepe Leon Salvage,87189X,81031,APROBADO
Sacha Leon Gigante,250396X,422508,APROBADO
Maria Zorro Veloz,995323X,699516,RECHAZADO (Riesgo Salud/Financiero)
Coty Ballena Sigiloso,319270X,759795,APROBADO
Sacha Zorro Austral,687388X,659629,APROBADO
Francisco Zorro Audaz,687497X,314559,APROBADO
Lucho Leon Salvage,430771X,457376,APROBADO
Sacha Gato Audaz,463963X,714715,APROBADO
Matias Ballena Audaz,35806X,238179,RECHAZADO (Riesgo Salud/Financiero)
Francisco Nutria Veloz,24670X,566400,APROBADO
Juan Nutria Rojo,806579X,830290,APROBADO
Pepe Condor Rojo,359883X,36603,APROBADO
Coty Perro Salvage,891058X,733441,APROBADO
Coty Ballena Rojo,46585X,551155,APROBADO
Pancha Leon Rojo,714189X,558527,APROBADO
Matias Nutria Veloz,961976X,329795,APROBADO
Coty Gato Noble,106449X,344520,APROBADO
Pepe Zorro Audaz,199880X,640362,APROBADO
Pepe Nutria Noble,262912X,63138,APROBADO
Lucho Puma Rojo,355793X,851838,APROBADO
Sacha Ballena Rojo,571194X,626224,APROBADO
Pancha Zorro Sigiloso,83520X,850521,APROBADO
Juan Nutria Sigiloso,915918X,293037,APROBADO
Maria Condor Austral,774308X,509754,APROBADO
Pancha Ballena Salvage,643306X,411208,APROBADO
Coty Nutria Veloz,7832X,53576,RECHAZADO (Riesgo Salud/Financiero)
Maria Gato Austral,78327X,462050,APROBADO
Maria Nutria Noble,982983X,86498,APROBADO
Matias Nutria Sigiloso,596759X,550396,APROBADO
Pepe Gato Rojo,420876X,347320,APROBADO
Lucho Huemul Veloz,649196X,487794,APROBADO
Matias Leon Gigante,575204X,873548,APROBADO
Pancha Perro Rojo,800925X,371156,APROBADO
Pepe Puma Austral,289166X,45338,APROBADO
Pancha Nutria Noble,57925X,898888,RECHAZADO (Riesgo Salud/Financiero)
Pancha Zorro Rojo,913459X,825119,RECHAZADO (Riesgo Salud/Financiero)
Coty Condor Salvage,728046X,692430,RECHAZADO (Riesgo Salud/Financiero)
Pepe Leon Gigante,358968X,256470,APROBADO
Pepe Perro Austral,743367X,180324,APROBADO
Sacha Zorro Sigiloso,874944X,810070,APROBADO
Sacha Puma Rojo,203355X,54652,APROBADO
Matias Puma Rojo,18801X,285029,APROBADO
Francisco Gato Sigiloso,589448X,671980,APROBADO
Maria Leon Rojo,632611X,768657,APROBADO
Francisco Puma Veloz,464426X,16233,RECHAZADO (Riesgo Salud/Financiero)
Pancha Huemul Rojo,127859X,62911,APROBADO
Coty Condor Rojo,900275X,38713,APROBADO
Sacha Puma Audaz,118761X,391470,RECHAZADO (Riesgo Salud/Financiero)
Pepe Ballena Audaz,517879X,465463,APROBADO
Coty Leon Audaz,662484X,40209,APROBADO
Maria Huemul Noble,687133X,477859,APROBADO
Pancha Huemul Gigante,444076X,224099,APROBADO
Pepe Ballena Gigante,158442X,297977,APROBADO
Pancha Huemul Audaz,791778X,380105,APROBADO
Matias Puma Veloz,412546X,762839,APROBADO
Matias Gato Gigante,352822X,329538,RECHAZADO (Riesgo Salud/Financiero)
Pepe Perro Rojo,308519X,738297,APROBADO
Sacha Puma Noble,720499X,896490,APROBADO
Pancha Zorro Austral,136820X,102699,APROBADO
Francisco Perro Veloz,322218X,288456,RECHAZADO (Riesgo Salud/Financiero)
Matias Puma Rojo,417507X,350141,APROBADO
Sacha Condor Noble,98850X,526914,APROBADO
Matias Nutria Salvage,94032X,630966,APROBADO
Juan Ballena Sigiloso,290912X,871574,RECHAZADO (Riesgo Salud/Financiero)
Pancha Huemul Audaz,793836X,337938,APROBADO
Pepe Perro Austral,641320X,361315,APROBADO
Lucho Puma Audaz,259846X,449500,APROBADO
Sacha Condor Sigiloso,278620X,669120,APROBADO
Pepe Zorro Veloz,526481X,594869,APROBADO
Francisco Zorro Sigiloso,55226X,746104,APROBADO
Pancha Puma Veloz,807443X,351325,APROBADO
Coty Ballena Rojo,284709X,828267,APROBADO
Pancha Leon Salvage,584236X,329982,APROBADO
Coty Ballena Rojo,362048X,438635,APROBADO
Lucho Condor Noble,143628X,304002,APROBADO
Matias Leon Noble,564587X,442728,APROBADO
Matias Puma Veloz,521371X,139710,APROBADO
Pancha Huemul Audaz,578142X,505251,APROBADO
Matias Zorro Gigante,140554X,47339,APROBADO
Maria Ballena Noble,564347X,319260,APROBADO
Francisco Zorro Noble,318311X,161286,APROBADO
Francisco Puma Veloz,379749X,690022,APROBADO
Lucho Condor Audaz,842013X,646451,APROBADO
Pancha Puma Audaz,784230X,873268,APROBADO
Juan Perro Salvage,203049X,230688,APROBADO
Sacha Zorro Sigiloso,149260X,338581,APROBADO
Pepe Gato Rojo,745125X,124708,APROBADO
Pancha Gato Audaz,487642X,20334,APROBADO
Matias Condor Salvage,403226X,392287,APROBADO
Sacha Ballena Salvage,972543X,461225,RECHAZADO (Riesgo Salud/Financiero)
Matias Gato Noble,180340X,20870,RECHAZADO (Riesgo Salud/Financiero)
Matias Huemul Sigiloso,328207X,673043,APROBADO
Coty Gato Audaz,231765X,782002,APROBADO
Coty Huemul Sigiloso,246970X,785908,APROBADO
Matias Condor Sigiloso,419337X,482078,APROBADO
Maria Zorro Rojo,919461X,296968,APROBADO
Coty Leon Austral,325257X,702450,APROBADO
Pancha Nutria Rojo,680125X,406021,RECHAZADO (Riesgo Salud/Financiero)
Lucho Nutria Noble,887383X,326211,APROBADO
Pepe Leon Rojo,481734X,368137,RECHAZADO (Riesgo Salud/Financiero)
Pancha Leon Veloz,351949X,460193,RECHAZADO (Riesgo Salud/Financiero)
Pancha Leon Gigante,204521X,290960,APROBADO
Pepe Condor Salvage,950670X,211837,APROBADO
Francisco Huemul Audaz,267464X,283121,RECHAZADO (Riesgo Salud/Financiero)
Pepe Huemul Audaz,187568X,616046,RECHAZADO (Riesgo Salud/Financiero)
Sacha Huemul Austral,549680X,227092,APROBADO
Juan Ballena Austral,663790X,189166,APROBADO
Pepe Ballena Sigiloso,621050X,627596,RECHAZADO (Riesgo Salud/Financiero)
Francisco Condor Rojo,793264X,394705,APROBADO
Pancha Leon Austral,427313X,664310,APROBADO
Coty Gato Noble,58320X,308311,APROBADO
Pancha Leon Rojo,933813X,829494,APROBADO
Pancha Condor Gigante,946231X,896941,APROBADO
Lucho Condor Audaz,747333X,130940,RECHAZADO (Riesgo Salud/Financiero)
Lucho Zorro Sigiloso,661515X,485387,RECHAZADO (Riesgo Salud/Financiero)
Matias Zorro Rojo,883562X,387304,APROBADO
Pepe Perro Veloz,780375X,676929,APROBADO
Juan Nutria Salvage,457221X,304058,APROBADO
Matias Condor Rojo,475994X,363839,APROBADO
Coty Ballena Austral,294752X,260477,APROBADO
Maria Gato Rojo,312350X,307045,APROBADO
Maria Zorro Salvage,907744X,737928,APROBADO
Pepe Puma Austral,53688X,645798,APROBADO
Sacha Leon Noble,576050X,615641,APROBADO
Maria Gato Veloz,622184X,619843,APROBADO
Matias Leon Veloz,324929X,23031,APROBADO
Francisco Huemul Rojo,681977X,377391,APROBADO
Juan Perro Salvage,50233X,613156,APROBADO
Lucho Leon Audaz,902115X,274097,APROBADO
Coty Gato Rojo,760987X,497455,APROBADO
Francisco Zorro Austral,683755X,23502,APROBADO
Pepe Perro Salvage,367963X,153626,APROBADO
Pepe Condor Noble,691425X,320766,APROBADO
Juan Gato Audaz,283910X,769669,APROBADO
Francisco Perro Austral,753579X,292268,RECHAZADO (Riesgo Salud/Financiero)
Francisco Perro Sigiloso,154005X,725827,APROBADO
Coty Huemul Salvage,973851X,368617,RECHAZADO (Riesgo Salud/Financiero)
Coty Condor Audaz,837712X,30831,APROBADO
Matias Huemul Austral,246844X,548419,APROBADO
Juan Leon Gigante,891120X,573562,APROBADO
Maria Gato Sigiloso,623331X,710263,APROBADO
Coty Gato Noble,832668X,229352,APROBADO
Lucho Ballena Gigante,839539X,595512,APROBADO
Pancha Condor Veloz,534434X,654038,APROBADO
Juan Zorro Rojo,555683X,592074,APROBADO
